unharmonized value	icd_o_3_code	icd_o_3_preferred_name	do_id	do_name	ncit_concept_codes
9380/3	9380/3	Glioma, malignant	DOID:3070	high grade glioma	C3059;C4822
9380/3 : glioma, malignant	9380/3	Glioma, malignant	DOID:3070	high grade glioma	C3059;C4822
9380/3 : glioma, malignant, 9540/3 : malignant peripheral nerve sheath tumor, nos	null	null	null	null	null
9382/3	9382/3	Oligoastrocytoma, NOS	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
9383/1	9383/1	Subependymoma	DOID:4843	subependymal glioma	C3795
9383/1 : subependymoma	9383/1	Subependymoma	DOID:4843	subependymal glioma	C3795
9384/1	9384/1	Subependymal giant cell astrocytoma	DOID:5077	subependymal giant cell astrocytoma	C3696
9384/1 : subependymal giant cell astrocytoma	9384/1	Subependymal giant cell astrocytoma	DOID:5077	subependymal giant cell astrocytoma	C3696
9385/3 : diffuse midline glioma, h3 k27m-mutant	9385/3	Diffuse midline glioma, H3 K27M-mutant	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
9390/0	9390/0	Choroid plexus papilloma, NOS	DOID:2626	choroid plexus papilloma	C3698;C5800
9390/1	9390/1	Atypical choroid plexus papilloma	DOID:3544	atypical choroid plexus papilloma	C53686
9390/1 : atypical choroid plexus papilloma	9390/1	Atypical choroid plexus papilloma	DOID:3544	atypical choroid plexus papilloma	C53686
9390/3	9390/3	Choroid plexus carcinoma	DOID:5648	choroid plexus carcinoma	C4533;C4715
9390/3 : choroid plexus carcinoma	9390/3	Choroid plexus carcinoma	DOID:5648	choroid plexus carcinoma	C4533;C4715
9391/3	9391/3	Ependymoma, NOS	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
9391/3 : ependymoma, nos	9391/3	Ependymoma, NOS	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
9391/3 : ependymoma, nos, 9539/1 : atypical meningioma	null	null	null	null	null
9392/3	9392/3	Ependymoma, anaplastic	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
9392/3 : ependymoma, anaplastic	9392/3	Ependymoma, anaplastic	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
9394/1	9394/1	Myxopapillary ependymoma	DOID:5075	myxopapillary ependymoma	C3697
9394/1 : myxopapillary ependymoma	9394/1	Myxopapillary ependymoma	DOID:5075	myxopapillary ependymoma	C3697
9395/3 : papillary tumor of pineal region	9395/3	Papillary tumor of the pineal region	DOID:0081251	papillary tumor of the pineal region	C92624
9400/0 : astrocytoma, benign	9400/3	Astrocytoma, NOS	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
9400/3	9400/3	Astrocytoma, NOS	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
9400/3 : astrocytoma, nos	9400/3	Astrocytoma, NOS	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
9401/3	9401/3	Astrocytoma, anaplastic	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
9401/3 : astrocytoma, anaplastic, nos	9401/3	Astrocytoma, anaplastic	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
9412/1	9412/1	Desmoplastic infantile astrocytoma	DOID:0081259	desmoplastic infantile ganglioglioma / desmoplastic infantile astrocytoma	C4738;C9476
9413/0	9413/0	Dysembryoplastic neuroepithelial tumor	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
9420/3	9420/3	Fibrillary astrocytoma	DOID:6726	fibrillary astrocytoma	C4322
9421/1	9421/1	Pilocytic astrocytoma	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
9421/1 : pilocytic astrocytoma	9421/1	Pilocytic astrocytoma	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
9424/3	9424/3	Pleomorphic xanthoastrocytoma	DOID:4852	pleomorphic xanthoastrocytoma	C4323
9424/3 : pleomorphic xanthoastrocytoma, nos	9424/3	Pleomorphic xanthoastrocytoma	DOID:4852	pleomorphic xanthoastrocytoma	C4323
9425/3	9425/3	Pilomyxoid astrocytoma	DOID:4845	pilomyxoid astrocytoma	C40315
9425/3 : pilomyxoid astrocytoma	9425/3	Pilomyxoid astrocytoma	DOID:4845	pilomyxoid astrocytoma	C40315
9430/3	9430/3	Astroblastoma	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
9431/1	9431/1	Angiocentric glioma	DOID:0081261	angiocentric glioma	C92552
9431/1 : angiocentric glioma	9431/1	Angiocentric glioma	DOID:0081261	angiocentric glioma	C92552
9432/1	9432/1	Pituicytoma	DOID:0081280	pituicytoma	C94524
9440/3	9440/3	Glioblastoma, NOS	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
9440/3 : glioblastoma, nos	9440/3	Glioblastoma, NOS	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
9440/3 : glioblastoma, nos, 9470/3 : medulloblastoma, nos	null	null	null	null	null
9441/3	9441/3	Giant cell glioblastoma	DOID:3074	giant cell glioblastoma	C4325
9441/3 : giant cell glioblastoma	9441/3	Giant cell glioblastoma	DOID:3074	giant cell glioblastoma	C4325
9442/3	9442/3	Gliosarcoma	DOID:3071	gliosarcoma	C3796
9442/3 : gliosarcoma	9442/3	Gliosarcoma	DOID:3071	gliosarcoma	C3796
9450/3	9450/3	Oligodendroglioma, NOS	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
9450/3 : oligodendroglioma, nos	9450/3	Oligodendroglioma, NOS	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
9451/3	9451/3	Oligodendroglioma, anaplastic, NOS	DOID:0081282	oligodendroglioma, IDH-mutant and 1p/19q-codeleted, grade 3	__CDA_UNASSIGNED__
9451/3 : oligodendroglioma, anaplastic, nos	9451/3	Oligodendroglioma, anaplastic, NOS	DOID:0081282	oligodendroglioma, IDH-mutant and 1p/19q-codeleted, grade 3	__CDA_UNASSIGNED__
9470/3	9470/3	Medulloblastoma, NOS	DOID:0050902	medulloblastoma	C27294;C3222;C3716
9470/3 : medulloblastoma, nos	9470/3	Medulloblastoma, NOS	DOID:0050902	medulloblastoma	C27294;C3222;C3716
9471/3	9471/3	Desmoplastic nodular medulloblastoma	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
9471/3 : desmoplastic nodular medulloblastoma	9471/3	Desmoplastic nodular medulloblastoma	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
9473/3	9473/3	CNS embryonal tumor, NOS	DOID:0060103	central nervous system embryonal tumor	C5398
9473/3 : central primitive neuroectodermal tumor	9473/3	CNS embryonal tumor, NOS	DOID:0060103	central nervous system embryonal tumor	C5398
9473/3 : cns embryonal tumor, nos	9473/3	CNS embryonal tumor, NOS	DOID:0060103	central nervous system embryonal tumor	C5398
9474/3	9474/3	Large cell medulloblastoma	DOID:3857	large cell medulloblastoma	C6904
9474/3 : large cell medulloblastoma	9474/3	Large cell medulloblastoma	DOID:3857	large cell medulloblastoma	C6904
9478/3 : embryonal tumor with multilayered rosettes with c19mc alteration	9478/3	Embryonal tumor with multilayered rosettes with C19MC alteration	DOID:0081286	embryonal tumor with multilayered rosettes	C186534
9490/0	9490/0	Ganglioneuroma	DOID:4817	ganglioneuroma	C3049;C42065
9490/3	9490/3	Ganglioneuroblastoma	DOID:4163	ganglioneuroblastoma	C3790
9490/3 : ganglioneuroblastoma	9490/3	Ganglioneuroblastoma	DOID:4163	ganglioneuroblastoma	C3790
9500/3	9500/3	Neuroblastoma, NOS	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
9500/3 : neuroblastoma, nos	9500/3	Neuroblastoma, NOS	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
9501/3	9501/3	Medulloepithelioma, NOS	DOID:4790	medulloepithelioma	C66808
9503/3	9503/3	Neuroepithelioma, NOS	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
9503/3 : neuroepithelioma, nos	9503/3	Neuroepithelioma, NOS	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
9505/1	9505/1	Ganglioglioma, NOS	DOID:5078	ganglioglioma	C27362;C27363;C3788
9505/1 : ganglioglioma, nos	9505/1	Ganglioglioma, NOS	DOID:5078	ganglioglioma	C27362;C27363;C3788
9505/1 : ganglioglioma, nos, 9540/3 : malignant peripheral nerve sheath tumor, nos	null	null	null	null	null
9505/3	9505/3	Ganglioglioma, anaplastic	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
9505/3 : ganglioglioma, anaplastic	9505/3	Ganglioglioma, anaplastic	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
9506/1	9506/1	Central neurocytoma	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
9506/1 : central neurocytoma	9506/1	Central neurocytoma	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
9508/3	9508/3	Atypical teratoid/rhabdoid tumor	DOID:2129	atypical teratoid rhabdoid tumor	C6906
9508/3 : atypical teratoid/rhabdoid tumor	9508/3	Atypical teratoid/rhabdoid tumor	DOID:2129	atypical teratoid rhabdoid tumor	C6906
9509/1	9509/1	Papillary glioneuronal tumor	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
9509/1 : papillary glioneuronal tumor	9509/1	Papillary glioneuronal tumor	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
9510/3	9510/3	Retinoblastoma, NOS	DOID:768	retinoblastoma	C7541
9510/3 : retinoblastoma, nos	9510/3	Retinoblastoma, NOS	DOID:768	retinoblastoma	C7541
9513/3	9513/3	Retinoblastoma, diffuse	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
9521/3	9521/3	Olfactory neurocytoma	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
9522/3	9522/3	Olfactory neuroblastoma	DOID:369	olfactory neuroblastoma	C3789
9522/3 : olfactory neuroblastoma	9522/3	Olfactory neuroblastoma	DOID:369	olfactory neuroblastoma	C3789
9530/0	9530/0	Meningioma, NOS	DOID:3565	meningioma	C3230;C6971
9530/0 : meningioma, nos	9530/0	Meningioma, NOS	DOID:3565	meningioma	C3230;C6971
9530/1	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
9530/3	9530/3	Meningioma, malignant	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
9530/3 : meningioma, malignant	9530/3	Meningioma, malignant	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
9531/0	9531/0	Meningothelial meningioma	DOID:7212	meningothelial meningioma	C4329
9538/1	9538/1	Clear cell meningioma	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
9538/3	9538/3	Papillary meningioma	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
9539/1	9539/1	Atypical meningioma	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
9539/1 : atypical meningioma	9539/1	Atypical meningioma	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
9540/0	9540/0	Neurofibroma, NOS	DOID:962	neurofibroma	C3272
9540/1	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
9540/3	9540/3	Malignant peripheral nerve sheath tumor, NOS	DOID:5940	malignant peripheral nerve sheath tumor	C3798
9540/3 : malignant peripheral nerve sheath tumor, nos	9540/3	Malignant peripheral nerve sheath tumor, NOS	DOID:5940	malignant peripheral nerve sheath tumor	C3798
9560/0	9560/0	Schwannoma, NOS	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
9560/0 : schwannoma, nos	9560/0	Schwannoma, NOS	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
9560/1	9560/1	Melanotic schwannoma	DOID:3204	schwannomatosis	C6557
9561/3	9561/3	Malignant peripheral nerve sheath tumor with rhabdomyoblastic differentiation	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
9570/0	9570/0	Neuroma, NOS	DOID:2001	neuroma	C3275
9580/0	9580/0	Granular cell tumor, NOS	DOID:2411	granular cell tumor	C3474
9581/3	9581/3	Alveolar soft part sarcoma	DOID:4239	alveolar soft part sarcoma	C3750;C7943;C8092
9581/3 : alveolar soft part sarcoma	9581/3	Alveolar soft part sarcoma	DOID:4239	alveolar soft part sarcoma	C3750;C7943;C8092
9590/3	9590/3	Malignant lymphoma, NOS	DOID:0060058	lymphoma	C3208;C7065
9590/3 : malignant lymphoma, nos	9590/3	Malignant lymphoma, NOS	DOID:0060058	lymphoma	C3208;C7065
9591/3	9591/3	Malignant lymphoma, non-Hodgkin, NOS	DOID:0060060	non-Hodgkin lymphoma	C3211
9591/3 : malignant lymphoma, non-hodgkin, nos	9591/3	Malignant lymphoma, non-Hodgkin, NOS	DOID:0060060	non-Hodgkin lymphoma	C3211
9596/3 : composite hodgkin and non-hodgkin lymphoma	9596/3	Composite Hodgkin and non-Hodgkin lymphoma	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
9597/3 : primary cutaneous follicle center lymphoma	9597/3	Primary cutaneous follicle centre lymphoma	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
9650/3	9650/3	Hodgkin lymphoma, NOS	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
9650/3 : hodgkin lymphoma, nos	9650/3	Hodgkin lymphoma, NOS	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
9659/3	9659/3	Hodgkin lymphoma, nodular lymphocyte predominant	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
9663/3 : hodgkin lymphoma, nodular sclerosis, nos	9663/3	Hodgkin lymphoma, nodular sclerosis, NOS	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
9670/3	9670/3	Malignant lymphoma, small B lymphocytic, NOS	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
9673/3	9673/3	Mantle cell lymphoma	DOID:0050746	mantle cell lymphoma	__CDA_UNASSIGNED__
9678/3	9678/3	Primary effusion lymphoma	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
9679/3	9679/3	Mediastinal large B-cell lymphoma	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
9680/3	9680/3	Diffuse large B-cell lymphoma, NOS	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
9680/3 : diffuse large b-cell lymphoma, nos	9680/3	Diffuse large B-cell lymphoma, NOS	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
9687/3	9687/3	Burkitt lymphoma, NOS	DOID:8584	Burkitt lymphoma	C2912
9687/3 : burkitt lymphoma, nos	9687/3	Burkitt lymphoma, NOS	DOID:8584	Burkitt lymphoma	C2912
9688/3 : t-cell/histiocyte rich large b-cell lymphoma	9688/3	T-cell/histiocyte rich large B-cell lymphoma	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
9690/3	9690/3	Follicular lymphoma, NOS	DOID:0050873	follicular lymphoma	__CDA_UNASSIGNED__
9699/3	9699/3	Marginal zone B-cell lymphoma, NOS	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
9699/3 : marginal zone b-cell lymphoma, nos	9699/3	Marginal zone B-cell lymphoma, NOS	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
9700/3	9700/3	Mycosis fungoides	DOID:8691	mycosis fungoides	C3246
9700/3 : mycosis fungoides, 9751/1 : langerhans cell histiocytosis, nos	null	null	null	null	null
9701/3	9701/3	Sezary syndrome	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
9702/3	9702/3	Mature T-cell lymphoma, NOS	DOID:0081312	T-cell non-Hodgkin lymphoma	C3466
9705/3	9705/3	Angioimmunoblastic T-cell lymphoma	DOID:0111147	angioimmunoblastic T-cell lymphoma	C7528
9708/3 : subcutaneous panniculitis-like t-cell lymphoma	9708/3	Subcutaneous panniculitis-like T-cell lymphoma	DOID:0070662	subcutaneous panniculitis-like T-cell lymphoma	C6918
9709/3 : cutaneous t-cell lymphoma, nos	9709/3	Cutaneous T-cell lymphoma, NOS	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
9712/3	9712/3	Intravascular large B-cell lymphoma	DOID:0081311	intravascular large B-cell lymphoma	C4342
9714/3	9714/3	Anaplastic large cell lymphoma, T-cell and Null-cell type	DOID:0050744	anaplastic large cell lymphoma	C3720
9714/3 : anaplastic large cell lymphoma, t-cell and null-cell type	9714/3	Anaplastic large cell lymphoma, T-cell and Null-cell type	DOID:0050744	anaplastic large cell lymphoma	C3720
9716/3	9716/3	Hepatosplenic T-cell lymphoma	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
9716/3 : hepatosplenic t-cell lymphoma, 9835/3 : precursor cell lymphoblastic leukemia, nos	null	null	null	null	null
9719/3	9719/3	NK/T-cell lymphoma, nasal and nasal type	DOID:0080797	nasal type extranodal NK/T-cell lymphoma	C4684
9726/3	9726/3	Primary cutaneous gamma-delta T-cell lymphoma	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
9727/3	9727/3	Precursor cell lymphoblastic lymphoma, NOS	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
9727/3 : precursor cell lymphoblastic lymphoma, nos	9727/3	Precursor cell lymphoblastic lymphoma, NOS	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
9728/3	9811/3	B lymphoblastic leukemia/lymphoma, NOS	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
9732/3	9732/3	Plasma cell myeloma	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
9734/3	9734/3	Plasmacytoma, extramedullary	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
9738/3 : hhv8 positive diffuse large b-cell lymphoma	9738/3	HHV8-positive diffuse large B-cell lymphoma	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
9741/1	9741/1	Indolent systemic mastocytosis	DOID:4660	indolent systemic mastocytosis	C9286
9741/3	9741/3	Malignant mastocytosis	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
9750/3	9750/3	Malignant histiocytosis	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
9751/1 : langerhans cell histiocytosis, nos	9751/1	Langerhans cell histiocytosis, NOS	DOID:2571	Langerhans-cell histiocytosis	C3107;C3160
9751/3 : langerhans cell histiocytosis, disseminated	9751/3	Langerhans cell histiocytosis, disseminated	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
9752/1	9751/3	Langerhans cell histiocytosis, disseminated	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
9757/3	9757/3	Interdigitating dendritic cell sarcoma	DOID:7848	interdigitating dendritic cell sarcoma	C9282
9758/3	9758/3	Follicular dendritic cell sarcoma	DOID:6262	follicular dendritic cell sarcoma	C9281
9761/3	9761/3	Waldenstrom macroglobulinemia	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
9800/3	9800/3	Leukemia, NOS	DOID:1240	leukemia	C3161
9800/3 : leukemia, nos	9800/3	Leukemia, NOS	DOID:1240	leukemia	C3161
9801/3	9801/3	Acute leukemia, NOS	DOID:12603	acute leukemia	C9300
9801/3 : acute leukemia, nos	9801/3	Acute leukemia, NOS	DOID:12603	acute leukemia	C9300
9806/3	9806/3	Mixed phenotype acute leukemia with t(9;22)(q34;q11.2); BCR-ABL1	DOID:0081036	mixed phenotype acute leukemia with BCR-ABL1	C82192
9807/3	9807/3	Mixed phenotype acute leukemia with t(v;11q23); MLL rearranged	DOID:0081037	mixed phenotype acute leukemia with MLL rearranged	C82203
9807/3 : mixed phenotype acute leukemia with t(v;11q23); mll rearranged	9807/3	Mixed phenotype acute leukemia with t(v;11q23); MLL rearranged	DOID:0081037	mixed phenotype acute leukemia with MLL rearranged	C82203
9808/3	9808/3	Mixed phenotype acute leukemia, B/myeloid, NOS	DOID:0081038	mixed phenotype acute leukemia, B/myeloid	C82212
9808/3 : mixed phenotype acute leukemia, b/myeloid, nos	9808/3	Mixed phenotype acute leukemia, B/myeloid, NOS	DOID:0081038	mixed phenotype acute leukemia, B/myeloid	C82212
9809/3	9809/3	Mixed phenotype acute leukemia, T/myeloid, NOS	DOID:0081039	mixed phenotype acute leukemia, T/myeloid	__CDA_UNASSIGNED__
9809/3 : mixed phenotype acute leukemia, t/myeloid, nos	9809/3	Mixed phenotype acute leukemia, T/myeloid, NOS	DOID:0081039	mixed phenotype acute leukemia, T/myeloid	__CDA_UNASSIGNED__
9811/3	9811/3	B lymphoblastic leukemia/lymphoma, NOS	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
9811/3 : b lymphoblastic leukemia/lymphoma, nos	9811/3	B lymphoblastic leukemia/lymphoma, NOS	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
9812/3	9812/3	B lymphoblastic leukemia/lymphoma with t(9;22)(q34;q11.2); BCR-ABL1	DOID:0080643	B-lymphoblastic leukemia/lymphoma with BCR-ABL1	C80331
9812/3 : b lymphoblastic leukemia/lymphoma with t(9;22)(q34;q11.2); bcr-abl1	9812/3	B lymphoblastic leukemia/lymphoma with t(9;22)(q34;q11.2); BCR-ABL1	DOID:0080643	B-lymphoblastic leukemia/lymphoma with BCR-ABL1	C80331
9813/3	9813/3	B lymphoblastic leukemia/lymphoma with t(v;11q23); MLL rearranged	DOID:0080644	B-lymphoblastic leukemia/lymphoma MLL rearranged	C80342
9813/3 : b lymphoblastic leukemia/lymphoma with t(v;11q23); mll rearranged	9813/3	B lymphoblastic leukemia/lymphoma with t(v;11q23); MLL rearranged	DOID:0080644	B-lymphoblastic leukemia/lymphoma MLL rearranged	C80342
9814/3 : b lymphoblastic leukemia/lymphoma with t(12;21)(p13;q22); tel-aml1 (etv6-runx1)	9814/3	B lymphoblastic leukemia/lymphoma with t(12;21)(p13;q22); TEL-AML1(ETV6-RUNX1)	DOID:0080645	B-lymphoblastic leukemia/lymphoma with ETV6-RUNX1	C80343
9815/3	9815/3	B lymphoblastic leukemia/lymphoma with hyperdiploidy	DOID:0080646	B-lymphoblastic leukemia/lymphoma with hyperdiploidy	C80335
9815/3 : b lymphoblastic leukemia/lymphoma with hyperdiploidy	9815/3	B lymphoblastic leukemia/lymphoma with hyperdiploidy	DOID:0080646	B-lymphoblastic leukemia/lymphoma with hyperdiploidy	C80335
9816/3	9816/3	B lymphoblastic leukemia/lymphoma with hypodiploidy(Hypodiploid ALL)	DOID:0080647	B-lymphoblastic leukemia/lymphoma with hypodiploidy	C80338
9818/3	9818/3	B lymphoblastic leukemia/lymphoma with t(1;19)(q23;p13.3); E2A-PBX1(TCF3-PBX1)	DOID:0080649	B-lymphoblastic leukemia/lymphoma with TCF3-PBX1	C80347
9820/3	9820/3	Lymphoid leukemia, NOS	DOID:1037	lymphoid leukemia	C7539
9820/3 : lymphoid leukemia, nos	9820/3	Lymphoid leukemia, NOS	DOID:1037	lymphoid leukemia	C7539
9823/3	9823/3	B-cell chronic lymphocytic leukemia/small lymphocytic lymphoma	DOID:6354	chronic lymphocytic leukemia/small lymphocytic lymphoma	C27911
9826/3	9687/3	Burkitt lymphoma, NOS	DOID:8584	Burkitt lymphoma	C2912
9827/3	9827/3	Adult T-cell leukemia/lymphoma (HTLV-1 positive)	DOID:0050523	adult T-cell leukemia/lymphoma	C3184
9831/3	9831/3	T-cell large granular lymphocytic leukemia	DOID:0050751	T-cell large granular lymphocyte leukemia	C4664
9834/3	9834/3	Prolymphocytic leukemia, T-cell type	DOID:0081042	T-cell prolymphocytic leukemia	C4752
9835/3	9835/3	Precursor cell lymphoblastic leukemia, NOS	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
9835/3 : precursor cell lymphoblastic leukemia, nos	9835/3	Precursor cell lymphoblastic leukemia, NOS	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
9836/3	9811/3	B lymphoblastic leukemia/lymphoma, NOS	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
9837/3	9837/3	Precursor T-cell lymphoblastic leukemia	DOID:5603	T-cell acute lymphoblastic leukemia	__CDA_UNASSIGNED__
9837/3 : precursor t-cell lymphoblastic leukemia	9837/3	Precursor T-cell lymphoblastic leukemia	DOID:5603	T-cell acute lymphoblastic leukemia	__CDA_UNASSIGNED__
9837/3 : precursor t-cell lymphoblastic leukemia, 9861/3 : acute myeloid leukemia, nos	null	null	null	null	null
9840/3	9840/3	Acute erythroid leukemia	DOID:0080780	acute erythroid leukemia	C8923
9840/3 : acute erythroid leukemia	9840/3	Acute erythroid leukemia	DOID:0080780	acute erythroid leukemia	C8923
9860/3	9860/3	Myeloid leukemia, NOS	DOID:8692	myeloid leukemia	C3172
9860/3 : myeloid leukemia, nos	9860/3	Myeloid leukemia, NOS	DOID:8692	myeloid leukemia	C3172
9861/3	9861/3	Acute myeloid leukemia, NOS	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
9861/3 : acute myeloid leukemia, nos	9861/3	Acute myeloid leukemia, NOS	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
9861/3 : acute myeloid leukemia, nos, 9946/3 : juvenile myelomonocytic leukemia, nos	null	null	null	null	null
9861/3 : acute myeloid leukemia, nos, 9975/3 : myeloproliferative neoplasm, unclassifiable	null	null	null	null	null
9863/3	9863/3	Chronic myeloid leukemia, NOS	DOID:8552	chronic myeloid leukemia	__CDA_UNASSIGNED__
9863/3 : chronic myeloid leukemia, nos	9863/3	Chronic myeloid leukemia, NOS	DOID:8552	chronic myeloid leukemia	__CDA_UNASSIGNED__
9865/3	9865/3	Acute myeloid leukemia with t(6;9)(p23;q34); DEK-NUP214	DOID:0081080	acute myeloid leukemia with t(6;9) (p23;q34.1)	C82423
